Date,TemperatureMin,TemperatureMax,TemperatureMoyenne,Precipitations,HygrometrieMin,HygrometrieMax,HygrometrieMoyenne
2016-12-19,-1.70000004768372,0.600000023841858,-0.550000011920929,0,93,98,96
2016-12-20,-1.20000004768372,5.80000019073486,2.29999995231628,0,70,98,92
2016-12-21,-3.5,4,0.25,0,78,98,89
2016-12-22,0.600000023841858,3.40000009536743,2,0,85,97,92
2016-12-23,-3.40000009536743,7.90000009536743,2.25,0,65,99,92
2016-12-24,-2,8,3,0,65,96,87
2016-12-25,-2.59999990463257,7.30000019073486,2.34999990463257,0,73,98,91
2016-12-26,-2.79999995231628,7.69999980926514,2.45000004768372,0,70,98,91
2016-12-27,-1,8,3.5,0,75,97,89
2016-12-28,-1.60000002384186,8,3.20000004768372,0,60,97,85
2016-12-29,-6,5.90000009536743,-0.0500000007450581,0,61,97,86
2016-12-30,-6.09999990463257,6.09999990463257,0,0,51,96,83
2016-12-31,-4.80000019073486,5.19999980926514,0.200000002980232,0,62,97,88
2017-01-01,-5,-1.60000002384186,-3.29999995231628,0,95,97,96
2017-01-02,-6.09999990463257,1.39999997615814,-2.34999990463257,0,80,96,90
2017-01-03,-1.29999995231628,3.5,1.10000002384186,0,63,88,78
2017-01-04,-0.899999976158142,5.5,2.29999995231628,0,60,87,78
2017-01-05,-3.5,6.5,1.5,0,39,94,70
2017-01-06,-2.09999990463257,1.89999997615814,-0.100000001490116,0,50,70,58
2017-01-07,-7.5,1.60000002384186,-2.95000004768372,0,51,83,69
2017-01-08,-5.19999980926514,2.70000004768372,-1.25,0.600000023841858,71,88,82
2017-01-09,0,2.09999990463257,1.04999995231628,0,74,90,83
2017-01-10,-3.59999990463257,0.699999988079071,-1.45000004768372,2,83,95,90
2017-01-11,-3,1.5,-0.75,0,83,95,89
2017-01-12,-3.09999990463257,6.5,1.70000004768372,2.20000004768372,75,97,90
2017-01-13,2.59999990463257,5.5,4.05000019073486,7.59999990463257,41,96,81
2017-01-14,-0.5,1.89999997615814,0.699999988079071,13,90,97,95
2017-01-15,-9.30000019073486,2.5,-3.40000009536743,0,59,97,86
2017-01-16,-12.3999996185303,2,-5.19999980926514,0,54,92,73
2017-01-17,-8.80000019073486,1.60000002384186,-3.59999990463257,0,43,88,72
2017-01-18,-7.09999990463257,-0.400000005960464,-3.75,0,55,81,71
2017-01-19,-8.30000019073486,1.39999997615814,-3.45000004768372,0,52,94,77
2017-01-20,-13.1999998092651,1.10000002384186,-6.05000019073486,0,63,94,85
2017-01-21,-11.1999998092651,1.79999995231628,-4.69999980926514,0,66,97,86
2017-01-22,-10.1000003814697,0.300000011920929,-4.90000009536743,0,73,94,89
2017-01-23,-7.40000009536743,1.70000004768372,-2.84999990463257,0,70,97,89
2017-01-24,-8.30000019073486,-0.600000023841858,-4.44999980926514,0,67,93,78
2017-01-25,-5.90000009536743,1.5,-2.20000004768372,0,58,90,78
2017-01-26,-9.5,0.699999988079071,-4.40000009536743,0,66,94,81
2017-01-27,-3.59999990463257,4,0.200000002980232,0,63,91,76
2017-01-28,-4.09999990463257,6.90000009536743,1.39999997615814,0,54,94,82
2017-01-29,-6.5,7.30000019073486,0.400000005960464,0,58,98,84
2017-01-30,-4.09999990463257,4,-0.0500000007450581,1.79999995231628,76,97,91
2017-01-31,1.10000002384186,5.5,3.29999995231628,0.600000023841858,95,98,97
2017-02-01,0.5,11.8000001907349,6.15000009536743,0,71,98,95
2017-02-02,-0.400000005960464,19.3999996185303,9.5,0,40,99,70
2017-02-03,4.5,12.1000003814697,8.30000019073486,12.3999996185303,60,98,82
2017-02-04,0.899999976158142,15.3999996185303,8.14999961853027,2,29,98,71
2017-02-05,0.899999976158142,4.59999990463257,2.75,18.6000003814697,74,94,89
2017-02-06,3.5,9,6.25,7.19999980926514,68,96,83
2017-02-07,2.40000009536743,7.90000009536743,5.15000009536743,0.800000011920929,64,96,84
2017-02-08,4.80000019073486,7.59999990463257,6.19999980926514,4,81,97,93
2017-02-09,3.90000009536743,6.59999990463257,5.25,2.40000009536743,74,96,88
2017-02-10,2.59999990463257,8.5,5.55000019073486,2.20000004768372,75,96,89
2017-02-11,-1.5,13.3000001907349,5.90000009536743,0,38,97,78
2017-02-12,2.09999990463257,14.3999996185303,8.25,0,45,92,74
2017-02-13,-0.200000002980232,13,6.40000009536743,0,50,95,75
2017-02-14,3.70000004768372,13.6000003814697,8.64999961853027,0,46,91,71
2017-02-15,3.09999990463257,15.8999996185303,9.5,0,43,94,74
2017-02-16,-0.699999988079071,16.1000003814697,7.69999980926514,0,39,97,77
2017-02-17,-1,15.5,7.25,0,45,97,76
2017-02-18,2.20000004768372,13.8000001907349,8,0,44,93,74
2017-02-19,-1.79999995231628,15.6999998092651,6.94999980926514,0,33,95,72
2017-02-20,-2.79999995231628,14.8000001907349,6,0,37,94,71
