note,velocity,time_symb,pitch,hand,time_wav
69,43,1451.0833333333333,A4,R,725.5416666666666
69,0,1451.1666666666665,A4,R,725.5833333333333
66,27,1451.1666666666667,F#4,R,725.5833333333334
69,43,1451.1666666666667,A4,R,725.5833333333334
51,0,1451.25,D#3,L,725.625
72,59,1451.3333333333333,C5,R,725.6666666666666
66,0,1451.3333333333335,F#4,R,725.6666666666667
69,0,1451.3333333333335,A4,R,725.6666666666667
48,56,1451.375,C3,L,725.6875
72,0,1451.5,C5,R,725.75
48,0,1451.5,C3,L,725.75
48,56,1451.5,C3,L,725.75
69,42,1451.625,A4,R,725.8125
48,0,1451.625,C3,L,725.8125
54,21,1451.625,F#3,L,725.8125
51,31,1451.625,D#3,L,725.8125
69,0,1451.875,A4,R,725.9375
72,58,1451.875,C5,R,725.9375
54,0,1451.875,F#3,L,725.9375
51,0,1451.875,D#3,L,725.9375
48,50,1451.875,C3,L,725.9375
72,0,1452.0,C5,R,726.0
48,50,1452.0,C3,L,726.0
48,0,1452.0,C3,L,726.0
69,39,1452.0,A4,R,726.0
54,26,1452.2,F#3,L,726.1
48,0,1452.2,C3,L,726.1
51,46,1452.2,D#3,L,726.1
69,0,1452.25,A4,R,726.125
72,54,1452.375,C5,R,726.1875
51,0,1452.4,D#3,L,726.2
48,52,1452.4,C3,L,726.2
54,0,1452.4,F#3,L,726.2
72,0,1452.5,C5,R,726.25
51,40,1452.6,D#3,L,726.3
54,23,1452.6,F#3,L,726.3
48,0,1452.6000000000001,C3,L,726.3000000000001
69,45,1452.625,A4,R,726.3125
69,0,1452.75,A4,R,726.375
54,0,1452.8,F#3,L,726.4
51,0,1452.8,D#3,L,726.4
48,50,1452.8,C3,L,726.4
72,54,1452.8125,C5,R,726.40625
72,0,1453.0,C5,R,726.5
69,47,1453.0,A4,R,726.5
48,0,1453.0,C3,L,726.5
51,31,1453.0,D#3,L,726.5
69,0,1453.125,A4,R,726.5625
54,12,1453.125,F#3,R,726.5625
54,0,1453.25,F#3,R,726.625
51,0,1453.25,D#3,L,726.625
48,53,1453.25,C3,L,726.625
72,51,1453.25,C5,R,726.625
48,0,1453.5,C3,L,726.75
51,26,1453.5,D#3,L,726.75
72,0,1453.5,C5,R,726.75
69,41,1453.5,A4,R,726.75
51,0,1453.75,D#3,L,726.875
72,54,1453.75,C5,R,726.875
69,0,1453.75,A4,R,726.875
48,55,1453.75,C3,L,726.875
72,0,1453.875,C5,R,726.9375
48,0,1453.875,C3,L,726.9375
51,43,1453.875,D#3,L,726.9375
69,41,1453.875,A4,R,726.9375
69,0,1454.0,A4,R,727.0
51,0,1454.0,D#3,L,727.0
69,41,1454.0,A4,R,727.0
48,50,1454.125,C3,L,727.0625
72,57,1454.125,C5,R,727.0625
69,0,1454.125,A4,R,727.0625
48,0,1454.375,C3,L,727.1875
51,29,1454.375,D#3,L,727.1875
69,36,1454.375,A4,R,727.1875
72,0,1454.375,C5,R,727.1875
51,0,1454.5,D#3,L,727.25
48,54,1454.5,C3,L,727.25
72,54,1454.5,C5,R,727.25
69,0,1454.5,A4,R,727.25
48,0,1454.75,C3,L,727.375
51,44,1454.75,D#3,L,727.375
69,42,1454.75,A4,R,727.375
72,0,1454.75,C5,R,727.375
69,0,1455.0,A4,R,727.5
72,52,1455.0,C5,R,727.5
48,50,1455.0,C3,L,727.5
51,0,1455.0,D#3,L,727.5
72,0,1455.25,C5,R,727.625
51,32,1455.25,D#3,L,727.625
48,0,1455.25,C3,L,727.625
69,39,1455.2916666666667,A4,R,727.6458333333334
69,0,1455.4166666666667,A4,R,727.7083333333334
72,53,1455.4166666666667,C5,R,727.7083333333334
72,53,1455.5,C5,R,727.75
51,0,1455.5,D#3,L,727.75
72,0,1455.5,C5,R,727.75
48,51,1455.5,C3,L,727.75
69,40,1455.625,A4,R,727.8125
72,0,1455.75,C5,R,727.875
51,30,1455.75,D#3,R,727.875
48,54,1455.875,C3,L,727.9375
48,0,1455.875,C3,L,727.9375
72,53,1455.875,C5,R,727.9375
51,0,1455.875,D#3,R,727.9375
48,0,1456.0,C3,L,728.0
72,0,1456.0,C5,R,728.0
69,0,1456.0,A4,R,728.0
51,42,1456.125,D#3,R,728.0625
51,0,1456.1875,D#3,R,728.09375
69,36,1456.1875,A4,R,728.09375
69,36,1456.25,A4,R,728.125
69,0,1456.25,A4,R,728.125
72,56,1456.375,C5,R,728.1875
69,0,1456.375,A4,R,728.1875
48,47,1456.375,C3,L,728.1875
69,43,1456.5,A4,R,728.25
72,0,1456.5,C5,R,728.25
51,41,1456.5,D#3,L,728.25
48,0,1456.5,C3,L,728.25
48,51,1456.75,C3,L,728.375
51,0,1456.875,D#3,L,728.4375
72,62,1456.875,C5,L,728.4375
69,0,1457.0,A4,R,728.5
72,62,1457.0,C5,L,728.5
72,0,1457.0,C5,L,728.5
48,0,1457.0,C3,L,728.5
51,14,1457.125,D#3,L,728.5625
72,0,1457.125,C5,L,728.5625
69,41,1457.125,A4,R,728.5625
69,0,1457.25,A4,R,728.625
69,41,1457.25,A4,R,728.625
69,0,1457.3333333333333,A4,R,728.6666666666666
48,51,1457.3333333333333,C3,R,728.6666666666666
48,0,1457.4166666666665,C3,R,728.7083333333333
72,53,1457.4166666666667,C5,R,728.7083333333334
72,0,1457.5,C5,R,728.75
51,0,1457.5,D#3,L,728.75
69,50,1457.5625,A4,R,728.78125
51,48,1457.5625,D#3,L,728.78125
54,26,1457.625,F#3,R,728.8125
54,0,1457.75,F#3,R,728.875
48,50,1457.75,C3,L,728.875
51,0,1457.75,D#3,L,728.875
69,0,1457.75,A4,R,728.875
72,54,1457.75,C5,R,728.875
48,0,1458.0,C3,L,729.0
72,0,1458.0,C5,R,729.0
54,14,1458.0,F#3,R,729.0
51,40,1458.0625,D#3,L,729.03125
69,30,1458.111111111111,A4,R,729.0555555555555
54,0,1458.111111111111,F#3,R,729.0555555555555
69,0,1458.2222222222222,A4,R,729.1111111111111
72,52,1458.2222222222222,C5,R,729.1111111111111
48,52,1458.25,C3,L,729.125
51,0,1458.25,D#3,L,729.125
48,0,1458.4166666666667,C3,L,729.2083333333334
69,46,1458.4444444444443,A4,R,729.2222222222222
72,0,1458.4444444444443,C5,R,729.2222222222222
51,38,1458.4583333333333,D#3,L,729.2291666666666
51,38,1458.5,D#3,L,729.25
51,0,1458.5,D#3,L,729.25
69,0,1458.5555555555554,A4,R,729.2777777777777
54,9,1458.5555555555557,F#3,R,729.2777777777778
48,57,1458.625,C3,L,729.3125
51,0,1458.625,D#3,L,729.3125
72,57,1458.6666666666667,C5,R,729.3333333333334
54,0,1458.6666666666667,F#3,R,729.3333333333334
51,42,1458.875,D#3,L,729.4375
48,0,1458.875,C3,L,729.4375
72,0,1458.888888888889,C5,R,729.4444444444445
69,35,1458.888888888889,A4,R,729.4444444444445
69,0,1459.0,A4,R,729.5
51,0,1459.0,D#3,L,729.5
72,56,1459.111111111111,C5,R,729.5555555555555
48,48,1459.125,C3,L,729.5625
72,0,1459.2222222222222,C5,R,729.6111111111111
69,49,1459.2222222222222,A4,R,729.6111111111111
48,0,1459.25,C3,L,729.625
51,35,1459.25,D#3,L,729.625
69,49,1459.3333333333333,A4,R,729.6666666666666
69,0,1459.3333333333333,A4,R,729.6666666666666
51,0,1459.5,D#3,L,729.75
69,0,1459.5555555555554,A4,R,729.7777777777777
72,60,1459.5555555555557,C5,R,729.7777777777778
48,56,1459.5833333333333,C3,L,729.7916666666666
72,0,1459.7777777777778,C5,R,729.8888888888889
54,21,1459.8333333333333,F#3,L,729.9166666666666
48,0,1459.8333333333333,C3,L,729.9166666666666
51,36,1459.8333333333333,D#3,L,729.9166666666666
69,37,1459.888888888889,A4,R,729.9444444444445
72,55,1460.0,C5,R,730.0
48,48,1460.0,C3,L,730.0
54,0,1460.0,F#3,L,730.0
51,0,1460.0,D#3,L,730.0
69,0,1460.0,A4,R,730.0
48,0,1460.25,C3,L,730.125
51,48,1460.25,D#3,L,730.125
54,27,1460.25,F#3,L,730.125
69,40,1460.25,A4,R,730.125
72,0,1460.25,C5,R,730.125
72,49,1460.5,C5,R,730.25
69,0,1460.5,A4,R,730.25
51,0,1460.5,D#3,L,730.25
48,45,1460.5,C3,L,730.25
54,0,1460.5,F#3,L,730.25
69,45,1460.75,A4,R,730.375
72,0,1460.75,C5,R,730.375
48,0,1460.75,C3,L,730.375
51,44,1460.75,D#3,L,730.375
69,0,1461.0,A4,R,730.5
72,57,1461.0,C5,R,730.5
48,48,1461.0,C3,L,730.5
51,0,1461.0,D#3,L,730.5
72,0,1461.25,C5,R,730.625
48,0,1461.25,C3,L,730.625
51,39,1461.25,D#3,L,730.625
69,47,1461.25,A4,R,730.625
54,32,1461.3125,F#3,R,730.65625
54,0,1461.5,F#3,R,730.75
51,0,1461.5,D#3,L,730.75
48,49,1461.5416666666667,C3,L,730.7708333333334
72,57,1461.5416666666667,C5,R,730.7708333333334
48,0,1461.6666666666667,C3,L,730.8333333333334
51,44,1461.6666666666667,D#3,L,730.8333333333334
54,30,1461.6666666666667,F#3,L,730.8333333333334
72,0,1461.6666666666667,C5,R,730.8333333333334
69,48,1461.6666666666667,A4,R,730.8333333333334
69,0,1461.75,A4,R,730.875
69,48,1461.75,A4,R,730.875
69,0,1461.75,A4,R,730.875
51,0,1461.75,D#3,L,730.875
54,0,1461.75,F#3,L,730.875
51,44,1461.75,D#3,L,730.875
54,30,1461.75,F#3,L,730.875
72,59,1461.875,C5,R,730.9375
72,0,1462.0,C5,R,731.0
69,0,1462.0,A4,R,731.0
48,50,1462.0,C3,R,731.0
72,59,1462.0,C5,R,731.0
51,0,1462.0,D#3,L,731.0
54,0,1462.0,F#3,L,731.0
48,0,1462.125,C3,R,731.0625
69,49,1462.125,A4,R,731.0625
48,50,1462.125,C3,R,731.0625
51,31,1462.1666666666667,D#3,L,731.0833333333334
48,0,1462.375,C3,R,731.1875
69,0,1462.375,A4,R,731.1875
48,50,1462.375,C3,R,731.1875
72,62,1462.375,C5,R,731.1875
54,30,1462.4166666666667,F#3,L,731.2083333333334
48,14,1462.4166666666667,C3,L,731.2083333333334
51,0,1462.4166666666667,D#3,L,731.2083333333334
48,0,1462.5,C3,L,731.25
72,62,1462.5,C5,R,731.25
54,30,1462.5,F#3,L,731.25
48,14,1462.5,C3,L,731.25
54,0,1462.5,F#3,L,731.25
48,50,1462.5,C3,R,731.25
72,0,1462.5,C5,R,731.25
48,0,1462.5,C3,R,731.25
48,0,1462.75,C3,R,731.375
66,12,1462.75,F#4,R,731.375
72,0,1462.75,C5,R,731.375
72,0,1463.0,C5,R,731.5
66,0,1463.0,F#4,R,731.5
48,0,1463.0,C3,L,731.5
54,0,1463.0,F#3,L,731.5
48,61,1463.0,C3,L,731.5
72,65,1463.0,C5,R,731.5
67,44,1463.5,G4,R,731.75
72,0,1463.5,C5,R,731.75
48,0,1463.5,C3,L,731.75
52,38,1463.5,E3,L,731.75
55,19,1463.5625,G3,R,731.78125
55,0,1463.75,G3,R,731.875
48,50,1463.75,C3,L,731.875
72,51,1463.75,C5,R,731.875
52,0,1463.75,E3,L,731.875
67,50,1463.875,G4,R,731.9375
72,0,1463.875,C5,R,731.9375
52,45,1463.875,E3,L,731.9375
52,45,1464.0,E3,L,732.0
55,30,1464.0,G3,R,732.0
67,0,1464.0,G4,R,732.0
67,0,1464.0,G4,R,732.0
52,0,1464.0,E3,L,732.0
48,0,1464.0,C3,L,732.0
48,51,1464.0,C3,L,732.0
72,51,1464.125,C5,R,732.0625
55,0,1464.125,G3,R,732.0625
48,0,1464.25,C3,L,732.125
52,43,1464.375,E3,L,732.1875
67,47,1464.375,G4,R,732.1875
72,0,1464.375,C5,R,732.1875
55,32,1464.4375,G3,R,732.21875
55,32,1464.5,G3,R,732.25
55,0,1464.5,G3,R,732.25
67,0,1464.5,G4,R,732.25
52,0,1464.5,E3,L,732.25
72,55,1464.625,C5,R,732.3125
55,0,1464.625,G3,R,732.3125
48,54,1464.625,C3,L,732.3125
72,0,1464.75,C5,R,732.375
67,50,1464.8333333333333,G4,R,732.4166666666666
48,0,1464.875,C3,L,732.4375
52,37,1464.875,E3,L,732.4375
67,0,1464.9166666666665,G4,R,732.4583333333333
55,27,1464.9166666666667,G3,R,732.4583333333334
72,51,1465.0,C5,R,732.5
52,0,1465.0,E3,L,732.5
55,0,1465.0,G3,R,732.5
48,57,1465.0,C3,L,732.5
52,0,1465.0,E3,L,732.5
48,0,1465.25,C3,L,732.625
52,36,1465.25,E3,L,732.625
72,0,1465.25,C5,R,732.625
55,32,1465.25,G3,L,732.625
67,46,1465.25,G4,R,732.625
67,0,1465.5,G4,R,732.75
72,53,1465.5,C5,R,732.75
48,56,1465.5,C3,L,732.75
55,0,1465.5,G3,L,732.75
52,0,1465.5,E3,L,732.75
67,53,1465.75,G4,R,732.875
48,0,1465.75,C3,L,732.875
52,48,1465.75,E3,L,732.875
72,0,1465.75,C5,R,732.875
55,37,1465.75,G3,L,732.875
52,0,1466.0,E3,L,733.0
67,0,1466.0,G4,R,733.0
72,59,1466.0,C5,R,733.0
55,0,1466.0,G3,L,733.0
48,62,1466.0,C3,L,733.0
55,23,1466.2222222222222,G3,L,733.1111111111111
52,40,1466.2222222222222,E3,L,733.1111111111111
48,0,1466.2222222222222,C3,L,733.1111111111111
67,49,1466.25,G4,R,733.125
72,0,1466.25,C5,R,733.125
52,0,1466.4444444444443,E3,L,733.2222222222222
48,51,1466.4444444444443,C3,L,733.2222222222222
55,0,1466.4444444444443,G3,L,733.2222222222222
67,0,1466.5,G4,R,733.25
72,50,1466.5,C5,R,733.25
72,0,1466.625,C5,R,733.3125
67,55,1466.625,G4,R,733.3125
48,0,1466.6666666666665,C3,L,733.3333333333333
52,48,1466.6666666666667,E3,L,733.3333333333334
55,34,1466.6666666666667,G3,L,733.3333333333334
67,0,1466.875,G4,R,733.4375
72,47,1466.875,C5,R,733.4375
48,50,1466.888888888889,C3,L,733.4444444444445
55,0,1466.888888888889,G3,L,733.4444444444445
52,0,1466.888888888889,E3,L,733.4444444444445
48,0,1467.0,C3,L,733.5
72,0,1467.0,C5,R,733.5
67,49,1467.0833333333333,G4,R,733.5416666666666
52,33,1467.111111111111,E3,L,733.5555555555555
67,0,1467.1666666666665,G4,R,733.5833333333333
55,36,1467.1666666666667,G3,R,733.5833333333334
72,55,1467.3333333333333,C5,R,733.6666666666666
48,61,1467.3333333333333,C3,L,733.6666666666666
52,0,1467.3333333333333,E3,L,733.6666666666666
55,0,1467.3333333333335,G3,R,733.6666666666667
72,0,1467.5,C5,R,733.75
67,55,1467.5,G4,R,733.75
48,0,1467.5555555555554,C3,L,733.7777777777777
52,43,1467.5555555555557,E3,L,733.7777777777778
55,33,1467.5555555555557,G3,L,733.7777777777778
67,0,1467.75,G4,R,733.875
72,59,1467.75,C5,R,733.875
48,53,1467.7777777777778,C3,L,733.8888888888889
55,0,1467.7777777777778,G3,L,733.8888888888889
52,0,1467.7777777777778,E3,L,733.8888888888889
72,0,1467.875,C5,R,733.9375
67,54,1467.9375,G4,R,733.96875
67,54,1468.0,G4,R,734.0
48,0,1468.0,C3,L,734.0
52,32,1468.0,E3,L,734.0
55,44,1468.0,G3,L,734.0
67,0,1468.0,G4,R,734.0
55,0,1468.25,G3,L,734.125
72,55,1468.25,C5,R,734.125
52,0,1468.25,E3,L,734.125
48,60,1468.25,C3,L,734.125
67,0,1468.25,G4,R,734.125
52,32,1468.375,E3,L,734.1875
55,34,1468.375,G3,L,734.1875
67,52,1468.375,G4,R,734.1875
72,0,1468.375,C5,R,734.1875
48,0,1468.375,C3,L,734.1875
55,0,1468.5,G3,L,734.25
52,32,1468.5,E3,L,734.25
55,34,1468.5,G3,L,734.25
67,0,1468.5,G4,R,734.25
52,0,1468.5,E3,L,734.25
72,69,1468.6875,C5,R,734.34375
55,0,1468.75,G3,L,734.375
52,0,1468.75,E3,L,734.375
48,68,1468.75,C3,L,734.375
72,0,1468.75,C5,R,734.375
72,69,1468.75,C5,R,734.375
72,0,1468.875,C5,R,734.4375
67,57,1468.9375,G4,R,734.46875
67,0,1469.0,G4,R,734.5
67,57,1469.0,G4,R,734.5
48,0,1469.0,C3,L,734.5
52,41,1469.0,E3,L,734.5
52,0,1469.125,E3,L,734.5625
67,0,1469.1875,G4,R,734.59375
72,51,1469.1875,C5,R,734.59375
48,53,1469.1875,C3,L,734.59375
48,53,1469.25,C3,L,734.625
48,0,1469.25,C3,L,734.625
72,0,1469.25,C5,R,734.625
67,56,1469.3125,G4,R,734.65625
67,0,1469.5,G4,R,734.75
52,41,1469.5,E3,R,734.75
48,0,1469.5,C3,L,734.75
48,53,1469.5,C3,L,734.75
52,0,1469.5625,E3,R,734.78125
72,48,1469.5625,C5,R,734.78125
72,0,1469.75,C5,R,734.875
48,0,1469.75,C3,L,734.875
67,53,1469.75,G4,R,734.875
67,0,1469.875,G4,R,734.9375
60,22,1469.875,C4,R,734.9375
52,45,1469.875,E3,L,734.9375
55,25,1469.875,G3,L,734.9375
48,60,1470.0,C3,L,735.0
72,59,1470.0,C5,R,735.0
60,0,1470.0,C4,R,735.0
55,0,1470.0,G3,L,735.0
52,0,1470.0,E3,L,735.0
67,56,1470.25,G4,R,735.125
72,0,1470.25,C5,R,735.125
55,40,1470.3125,G3,R,735.15625
67,0,1470.3125,G4,R,735.15625
48,0,1470.3333333333333,C3,L,735.1666666666666
52,43,1470.3333333333333,E3,L,735.1666666666666
55,0,1470.5,G3,R,735.25
72,61,1470.5,C5,R,735.25
52,0,1470.5,E3,L,735.25
48,63,1470.5,C3,L,735.25
67,58,1470.625,G4,R,735.3125
72,0,1470.625,C5,R,735.3125
48,0,1470.75,C3,L,735.375
52,40,1470.75,E3,L,735.375
67,0,1470.75,G4,R,735.375
55,32,1470.75,G3,R,735.375
72,61,1470.875,C5,R,735.4375
48,66,1470.875,C3,L,735.4375
52,0,1470.875,E3,L,735.4375
55,0,1470.875,G3,R,735.4375
48,0,1471.0,C3,L,735.5
72,0,1471.0,C5,R,735.5
48,66,1471.0,C3,L,735.5
67,49,1471.125,G4,R,735.5625
55,29,1471.1875,G3,R,735.59375
48,0,1471.2,C3,L,735.6
52,39,1471.2,E3,L,735.6
72,64,1471.25,C5,R,735.625
55,29,1471.25,G3,R,735.625
55,0,1471.25,G3,R,735.625
48,65,1471.3,C3,L,735.65
52,0,1471.3,E3,L,735.65
72,0,1471.5,C5,R,735.75
55,0,1471.5,G3,R,735.75
67,0,1471.5,G4,R,735.75
67,52,1471.55,G4,R,735.775
48,0,1471.6,C3,L,735.8
55,34,1471.6,G3,R,735.8
52,42,1471.6,E3,L,735.8
67,52,1471.6,G4,R,735.8
67,0,1471.6,G4,R,735.8
67,0,1471.6999999999998,G4,R,735.8499999999999
55,0,1471.6999999999998,G3,R,735.8499999999999
60,2,1471.7,C4,R,735.85
72,59,1471.8,C5,R,735.9
48,63,1471.8,C3,L,735.9
52,0,1471.8,E3,L,735.9
60,0,1471.8,C4,R,735.9
72,0,1471.8999999999999,C5,R,735.9499999999999
67,59,1472.0,G4,R,736.0
48,0,1472.0,C3,L,736.0
52,36,1472.0,E3,L,736.0
55,38,1472.125,G3,R,736.0625
67,0,1472.125,G4,R,736.0625
55,0,1472.25,G3,R,736.125
72,51,1472.25,C5,R,736.125
52,0,1472.25,E3,L,736.125
48,61,1472.25,C3,L,736.125
72,0,1472.375,C5,R,736.1875
67,56,1472.375,G4,R,736.1875
67,0,1472.5,G4,R,736.25
55,40,1472.5,G3,R,736.25
48,0,1472.5,C3,L,736.25
52,51,1472.5,E3,L,736.25
72,61,1472.6666666666667,C5,L,736.3333333333334
52,0,1472.6666666666667,E3,L,736.3333333333334
48,64,1472.75,C3,R,736.375
72,0,1472.8333333333335,C5,L,736.4166666666667
55,0,1472.875,G3,R,736.4375
67,60,1472.875,G4,R,736.4375
52,30,1473.0,E3,L,736.5
55,41,1473.0,G3,R,736.5
48,0,1473.0,C3,R,736.5
67,0,1473.0,G4,R,736.5
55,0,1473.1,G3,R,736.55
72,63,1473.15,C5,R,736.575
72,0,1473.2,C5,R,736.6
48,61,1473.2,C3,R,736.6
67,58,1473.3,G4,R,736.65
48,61,1473.3,C3,R,736.65
48,0,1473.3,C3,R,736.65
67,0,1473.3999999999999,G4,R,736.6999999999999
48,0,1473.3999999999999,C3,R,736.6999999999999
48,61,1473.4,C3,R,736.7
55,36,1473.45,G3,R,736.725
48,61,1473.45,C3,R,736.725
48,0,1473.45,C3,R,736.725
55,0,1473.5,G3,R,736.75
55,36,1473.5,G3,R,736.75
48,0,1473.5,C3,R,736.75
52,41,1473.5,E3,L,736.75
52,0,1473.5,E3,L,736.75
72,63,1473.5625,C5,L,736.78125
72,0,1473.75,C5,L,736.875
67,60,1473.75,G4,L,736.875
60,30,1474.0,C4,L,737.0
52,0,1474.0,E3,L,737.0
55,0,1474.0,G3,R,737.0
74,59,1474.0,D5,R,737.0
67,0,1474.0,G4,L,737.0
50,58,1474.125,D3,L,737.0625
50,0,1474.375,D3,L,737.1875
50,58,1474.375,D3,L,737.1875
60,0,1474.375,C4,L,737.1875
50,0,1474.4375,D3,L,737.21875
53,50,1474.4375,F3,L,737.21875
56,38,1474.5,G#3,L,737.25
74,0,1474.5,D5,R,737.25
53,50,1474.5,F3,L,737.25
53,0,1474.5,F3,L,737.25
68,34,1474.5833333333333,G#4,R,737.2916666666666
71,47,1474.5833333333333,B4,R,737.2916666666666
68,0,1474.6666666666665,G#4,R,737.3333333333333
71,0,1474.6666666666665,B4,R,737.3333333333333
74,65,1474.6666666666667,D5,R,737.3333333333334
50,62,1474.75,D3,L,737.375
56,0,1474.75,G#3,L,737.375
74,0,1474.8333333333335,D5,R,737.4166666666667
68,51,1474.9166666666667,G#4,R,737.4583333333334
71,50,1474.9166666666667,B4,R,737.4583333333334
71,50,1475.0,B4,R,737.5
53,38,1475.0,F3,L,737.5
50,0,1475.0,D3,L,737.5
68,0,1475.0,G#4,R,737.5
71,0,1475.0,B4,R,737.5
68,51,1475.0,G#4,R,737.5
53,0,1475.0,F3,L,737.5
56,41,1475.0,G#3,L,737.5
53,0,1475.125,F3,L,737.5625
50,58,1475.125,D3,L,737.5625
68,0,1475.125,G#4,R,737.5625
74,67,1475.125,D5,R,737.5625
71,0,1475.125,B4,R,737.5625
56,0,1475.125,G#3,L,737.5625
71,56,1475.375,B4,R,737.6875
68,49,1475.375,G#4,R,737.6875
53,48,1475.375,F3,L,737.6875
56,46,1475.375,G#3,L,737.6875
74,0,1475.375,D5,R,737.6875
50,0,1475.375,D3,L,737.6875
56,0,1475.5,G#3,L,737.75
68,0,1475.5,G#4,R,737.75
71,0,1475.5,B4,R,737.75
53,0,1475.5,F3,L,737.75
74,66,1475.625,D5,R,737.8125
50,63,1475.625,D3,L,737.8125
50,0,1475.75,D3,L,737.875
56,39,1475.75,G#3,L,737.875
53,47,1475.75,F3,L,737.875
59,19,1475.75,B3,L,737.875
74,0,1475.75,D5,R,737.875
68,48,1475.8125,G#4,R,737.90625
71,52,1475.8125,B4,R,737.90625
56,0,1476.0,G#3,L,738.0
59,0,1476.0,B3,L,738.0
68,0,1476.0,G#4,R,738.0
71,0,1476.0,B4,R,738.0
74,67,1476.0,D5,R,738.0
50,62,1476.0,D3,L,738.0
53,0,1476.0,F3,L,738.0
56,38,1476.2222222222222,G#3,L,738.1111111111111
71,55,1476.2222222222222,B4,R,738.1111111111111
68,50,1476.2222222222222,G#4,R,738.1111111111111
59,28,1476.2222222222222,B3,L,738.1111111111111
50,0,1476.2222222222222,D3,L,738.1111111111111
74,0,1476.2222222222222,D5,R,738.1111111111111
53,48,1476.2222222222222,F3,L,738.1111111111111
56,0,1476.4444444444443,G#3,L,738.2222222222222
71,0,1476.4444444444443,B4,R,738.2222222222222
68,0,1476.4444444444443,G#4,R,738.2222222222222
59,0,1476.4444444444443,B3,L,738.2222222222222
74,65,1476.4444444444443,D5,R,738.2222222222222
53,0,1476.4444444444443,F3,L,738.2222222222222
50,68,1476.4444444444443,D3,L,738.2222222222222
74,0,1476.6666666666665,D5,R,738.3333333333333
50,0,1476.6666666666665,D3,L,738.3333333333333
53,53,1476.6666666666667,F3,L,738.3333333333334
68,26,1476.6666666666667,G#4,R,738.3333333333334
71,53,1476.6666666666667,B4,R,738.3333333333334
56,46,1476.6666666666667,G#3,L,738.3333333333334
50,73,1476.888888888889,D3,L,738.4444444444445
53,0,1476.888888888889,F3,L,738.4444444444445
68,0,1476.888888888889,G#4,R,738.4444444444445
56,0,1476.888888888889,G#3,L,738.4444444444445
71,0,1476.888888888889,B4,R,738.4444444444445
74,72,1476.888888888889,D5,R,738.4444444444445
56,48,1477.111111111111,G#3,L,738.5555555555555
53,50,1477.111111111111,F3,L,738.5555555555555
74,0,1477.111111111111,D5,R,738.5555555555555
71,53,1477.111111111111,B4,R,738.5555555555555
50,0,1477.111111111111,D3,L,738.5555555555555
68,52,1477.111111111111,G#4,R,738.5555555555555
68,0,1477.3333333333333,G#4,R,738.6666666666666
56,0,1477.3333333333333,G#3,L,738.6666666666666
53,0,1477.3333333333333,F3,L,738.6666666666666
74,68,1477.3333333333333,D5,R,738.6666666666666
71,0,1477.3333333333333,B4,R,738.6666666666666
50,70,1477.3333333333333,D3,L,738.6666666666666
50,0,1477.5555555555554,D3,L,738.7777777777777
74,0,1477.5555555555554,D5,R,738.7777777777777
71,53,1477.5555555555557,B4,R,738.7777777777778
56,34,1477.5555555555557,G#3,L,738.7777777777778
53,44,1477.5555555555557,F3,L,738.7777777777778
68,39,1477.5555555555557,G#4,R,738.7777777777778
71,0,1477.7777777777778,B4,R,738.8888888888889
74,62,1477.7777777777778,D5,R,738.8888888888889
68,0,1477.7777777777778,G#4,R,738.8888888888889
56,0,1477.7777777777778,G#3,L,738.8888888888889
53,0,1477.7777777777778,F3,L,738.8888888888889
50,63,1477.7777777777778,D3,L,738.8888888888889
56,46,1478.0,G#3,L,739.0
68,35,1478.0,G#4,R,739.0
71,55,1478.0,B4,R,739.0
50,0,1478.0,D3,L,739.0
53,48,1478.0,F3,L,739.0
74,0,1478.0,D5,R,739.0
56,0,1478.25,G#3,L,739.125
71,0,1478.25,B4,R,739.125
68,0,1478.25,G#4,R,739.125
53,0,1478.25,F3,L,739.125
74,65,1478.2916666666667,D5,R,739.1458333333334
50,67,1478.2916666666667,D3,L,739.1458333333334
74,0,1478.4166666666667,D5,R,739.2083333333334
53,41,1478.4166666666667,F3,L,739.2083333333334
71,55,1478.4166666666667,B4,R,739.2083333333334
56,53,1478.4166666666667,G#3,L,739.2083333333334
50,0,1478.4166666666667,D3,L,739.2083333333334
68,52,1478.4166666666667,G#4,R,739.2083333333334
56,0,1478.5,G#3,L,739.25
53,41,1478.5,F3,L,739.25
53,0,1478.5,F3,L,739.25
68,0,1478.5,G#4,R,739.25
71,0,1478.5,B4,R,739.25
74,68,1478.625,D5,R,739.3125
53,0,1478.625,F3,L,739.3125
50,67,1478.625,D3,L,739.3125
71,51,1478.875,B4,R,739.4375
74,0,1478.875,D5,R,739.4375
68,46,1478.875,G#4,R,739.4375
50,0,1478.875,D3,L,739.4375
53,46,1478.875,F3,L,739.4375
56,42,1478.875,G#3,L,739.4375
68,0,1479.0,G#4,R,739.5
71,0,1479.0,B4,R,739.5
74,62,1479.0,D5,R,739.5
53,0,1479.0,F3,L,739.5
56,0,1479.0,G#3,L,739.5
50,65,1479.0625,D3,L,739.53125
71,53,1479.25,B4,R,739.625
50,0,1479.25,D3,L,739.625
53,41,1479.25,F3,L,739.625
74,0,1479.375,D5,R,739.6875
56,29,1479.375,G#3,R,739.6875
56,0,1479.5,G#3,R,739.75
74,70,1479.5,D5,R,739.75
50,70,1479.5,D3,L,739.75
53,0,1479.5,F3,L,739.75
