note,velocity,time_symb,pitch,hand,time_wav
82,66,423.3333333333333,A#5,R,211.66666666666666
82,0,423.5,A#5,R,211.75
84,68,423.5,C6,R,211.75
62,34,423.5,D4,L,211.75
58,47,423.5,A#3,L,211.75
53,0,423.5,F3,L,211.75
84,0,423.75,C6,R,211.875
86,73,423.75,D6,R,211.875
53,55,423.75,F3,L,211.875
62,0,423.75,D4,L,211.875
58,0,423.75,A#3,L,211.875
86,0,423.875,D6,R,211.9375
87,72,423.875,D#6,R,211.9375
86,77,424.0,D6,R,212.0
53,55,424.0,F3,L,212.0
53,0,424.0,F3,L,212.0
87,0,424.0,D#6,R,212.0
86,0,424.125,D6,R,212.0625
84,70,424.125,C6,R,212.0625
62,42,424.125,D4,L,212.0625
58,56,424.125,A#3,L,212.0625
53,0,424.125,F3,L,212.0625
84,0,424.25,C6,R,212.125
86,77,424.3125,D6,R,212.15625
62,0,424.5,D4,L,212.25
58,0,424.5,A#3,L,212.25
86,0,424.5,D6,R,212.25
87,76,424.5,D#6,R,212.25
89,75,424.625,F6,R,212.3125
54,51,424.625,F#3,L,212.3125
87,0,424.625,D#6,R,212.3125
87,67,424.875,D#6,R,212.4375
87,0,425.0,D#6,R,212.5
87,67,425.0,D#6,R,212.5
54,0,425.0,F#3,L,212.5
89,0,425.0,F6,R,212.5
60,47,425.0,C4,L,212.5
63,41,425.0,D#4,R,212.5
86,59,425.125,D6,L,212.5625
63,0,425.25,D#4,R,212.625
84,61,425.375,C6,R,212.6875
84,0,425.5,C6,R,212.75
54,51,425.5,F#3,L,212.75
86,0,425.5,D6,L,212.75
82,59,425.5,A#5,R,212.75
63,45,425.75,D#4,L,212.875
60,44,425.75,C4,L,212.875
54,0,425.75,F#3,L,212.875
82,0,425.75,A#5,R,212.875
81,64,425.75,A5,R,212.875
87,0,426.0,D#6,R,213.0
54,53,426.0,F#3,L,213.0
63,0,426.0,D#4,L,213.0
60,0,426.0,C4,L,213.0
60,0,426.0,C4,L,213.0
81,0,426.0,A5,R,213.0
79,63,426.1,G5,R,213.05
79,0,426.20000000000005,G5,R,213.10000000000002
77,61,426.3,F5,R,213.15
63,45,426.3333333333333,D#4,L,213.16666666666666
60,45,426.3333333333333,C4,L,213.16666666666666
54,0,426.3333333333333,F#3,L,213.16666666666666
75,74,426.4,D#5,R,213.2
77,0,426.40000000000003,F5,R,213.20000000000002
75,0,426.59999999999997,D#5,R,213.29999999999998
74,70,426.6,D5,R,213.3
55,56,427.0,G3,L,213.5
63,0,427.0,D#4,L,213.5
60,0,427.0,C4,L,213.5
74,0,427.0,D5,R,213.5
72,64,427.0,C5,R,213.5
74,66,427.25,D5,R,213.625
72,0,427.25,C5,R,213.625
60,45,427.375,C4,L,213.6875
55,0,427.375,G3,L,213.6875
74,0,427.5,D5,R,213.75
63,36,427.5,D#4,R,213.75
60,45,427.5,C4,L,213.75
60,0,427.5,C4,L,213.75
72,61,427.625,C5,R,213.8125
72,0,427.75,C5,R,213.875
71,59,427.75,B4,R,213.875
71,0,428.0,B4,R,214.0
63,0,428.0,D#4,R,214.0
60,0,428.0,C4,L,214.0
55,47,428.0,G3,R,214.0
72,61,428.125,C5,R,214.0625
72,0,428.25,C5,R,214.125
67,63,428.25,G4,R,214.125
60,41,428.25,C4,L,214.125
63,38,428.5,D#4,R,214.25
67,0,428.5,G4,R,214.25
60,0,428.5,C4,L,214.25
55,56,428.5,G3,L,214.25
55,0,428.5,G3,R,214.25
69,62,428.625,A4,R,214.3125
71,62,428.6875,B4,R,214.34375
63,0,428.6875,D#4,R,214.34375
72,69,428.75,C5,R,214.375
71,0,428.75,B4,R,214.375
55,0,429.0,G3,L,214.5
60,40,429.0,C4,L,214.5
63,32,429.0,D#4,L,214.5
74,71,429.0,D5,R,214.5
72,0,429.0,C5,R,214.5
69,0,429.0,A4,R,214.5
74,0,429.2,D5,R,214.6
75,63,429.3,D#5,R,214.65
55,56,429.4,G3,R,214.7
75,0,429.40000000000003,D#5,R,214.70000000000002
55,0,429.59999999999997,G3,R,214.79999999999998
55,56,429.6,G3,R,214.8
71,55,429.6,B4,R,214.8
72,65,429.8,C5,R,214.9
55,0,429.8,G3,R,214.9
71,0,429.8,B4,R,214.9
55,56,429.8,G3,R,214.9
55,0,430.0,G3,R,215.0
63,32,430.0,D#4,L,215.0
74,65,430.0,D5,R,215.0
72,0,430.0,C5,R,215.0
60,0,430.0,C4,L,215.0
63,0,430.0,D#4,L,215.0
60,46,430.0,C4,L,215.0
55,48,430.25,G3,R,215.125
55,48,430.375,G3,R,215.1875
55,0,430.375,G3,R,215.1875
75,77,430.375,D#5,R,215.1875
75,0,430.5,D#5,R,215.25
63,0,430.5,D#4,L,215.25
60,42,430.5,C4,L,215.25
55,0,430.5,G3,R,215.25
63,38,430.5,D#4,L,215.25
60,0,430.5,C4,L,215.25
77,69,430.5,F5,R,215.25
75,77,430.5,D#5,R,215.25
60,0,431.0,C4,L,215.5
63,0,431.0,D#4,L,215.5
55,53,431.0,G3,L,215.5
79,72,431.0,G5,R,215.5
77,0,431.0,F5,R,215.5
74,0,431.0,D5,R,215.5
75,0,431.0,D#5,R,215.5
81,73,431.25,A5,R,215.625
79,0,431.25,G5,R,215.625
60,45,431.25,C4,L,215.625
55,0,431.5,G3,L,215.75
63,39,431.5,D#4,R,215.75
81,0,431.5,A5,R,215.75
83,72,431.5,B5,L,215.75
60,0,431.75,C4,L,215.875
55,58,431.75,G3,L,215.875
63,0,431.75,D#4,R,215.875
84,74,431.75,C6,R,215.875
60,48,432.0,C4,L,216.0
84,0,432.0,C6,R,216.0
55,0,432.0,G3,L,216.0
84,74,432.0,C6,R,216.0
55,58,432.0,G3,L,216.0
83,0,432.0,B5,L,216.0
84,0,432.1,C6,R,216.05
79,66,432.1,G5,R,216.05
63,32,432.2,D#4,R,216.1
79,0,432.20000000000005,G5,R,216.10000000000002
81,63,432.3,A5,R,216.15
63,32,432.3,D#4,R,216.15
63,0,432.3,D#4,R,216.15
60,0,432.5,C4,L,216.25
55,56,432.5,G3,L,216.25
63,0,432.6,D#4,R,216.3
83,76,432.6,B5,R,216.3
81,0,432.6,A5,R,216.3
83,0,432.8,B5,R,216.4
84,70,432.8,C6,R,216.4
55,0,433.0,G3,L,216.5
84,0,433.0,C6,R,216.5
63,39,433.0,D#4,R,216.5
60,48,433.0,C4,L,216.5
55,0,433.0,G3,L,216.5
86,71,433.125,D6,L,216.5625
55,54,433.25,G3,L,216.625
63,0,433.25,D#4,R,216.625
87,71,433.25,D#6,R,216.625
86,0,433.25,D6,L,216.625
89,66,433.375,F6,R,216.6875
87,0,433.375,D#6,R,216.6875
89,66,433.5,F6,R,216.75
89,0,433.5,F6,R,216.75
60,0,433.5,C4,L,216.75
55,0,433.5,G3,L,216.75
63,40,433.5625,D#4,L,216.78125
60,54,433.5625,C4,L,216.78125
87,71,433.5833333333333,D#6,R,216.79166666666666
89,0,433.5833333333333,F6,R,216.79166666666666
87,0,433.66666666666663,D#6,R,216.83333333333331
86,72,433.6666666666667,D6,R,216.83333333333334
63,0,433.75,D#4,L,216.875
63,40,433.75,D#4,L,216.875
60,0,433.75,C4,L,216.875
87,73,433.8333333333333,D#6,R,216.91666666666666
86,0,433.83333333333337,D6,R,216.91666666666669
56,61,434.0,G#3,L,217.0
91,74,434.0,G6,R,217.0
87,0,434.0,D#6,R,217.0
63,0,434.0,D#4,L,217.0
91,0,434.4,G6,R,217.2
89,64,434.4,F6,R,217.2
62,45,434.5,D4,L,217.25
56,0,434.5,G#3,L,217.25
89,0,434.59999999999997,F6,R,217.29999999999998
65,42,434.6,F4,R,217.3
87,74,434.625,D#6,L,217.3125
87,74,434.75,D#6,L,217.375
56,52,434.75,G#3,L,217.375
87,0,434.75,D#6,L,217.375
65,0,434.8,F4,R,217.4
86,64,434.8,D6,R,217.4
86,0,435.0,D6,R,217.5
84,61,435.0,C6,R,217.5
87,0,435.0,D#6,L,217.5
56,52,435.0,G#3,L,217.5
56,0,435.0,G#3,L,217.5
62,0,435.0,D4,L,217.5
84,0,435.2,C6,R,217.6
83,63,435.2,B5,R,217.6
65,37,435.25,F4,L,217.625
62,46,435.25,D4,L,217.625
56,0,435.25,G#3,L,217.625
83,0,435.4,B5,R,217.7
80,71,435.4,G#5,R,217.7
62,0,435.5,D4,L,217.75
65,0,435.5,F4,L,217.75
80,0,435.59999999999997,G#5,R,217.79999999999998
56,59,435.6,G#3,R,217.8
79,72,435.625,G5,L,217.8125
77,65,435.75,F5,L,217.875
62,44,435.875,D4,L,217.9375
79,0,435.875,G5,L,217.9375
76,71,435.9,E5,R,217.95
56,0,435.90000000000003,G#3,R,217.95000000000002
76,0,436.0,E5,R,218.0
74,72,436.0,D5,R,218.0
77,0,436.0,F5,L,218.0
76,71,436.0,E5,R,218.0
62,0,436.0,D4,L,218.0
62,44,436.0,D4,L,218.0
65,47,436.0,F4,L,218.0
62,0,436.5,D4,L,218.25
57,49,436.5,A3,L,218.25
76,71,436.5,E5,R,218.25
76,0,436.5,E5,R,218.25
74,0,436.5,D5,R,218.25
65,0,436.5,F4,L,218.25
76,58,436.625,E5,R,218.3125
57,0,436.75,A3,L,218.375
62,41,436.75,D4,L,218.375
76,0,436.75,E5,R,218.375
65,30,436.75,F4,R,218.375
65,30,436.9375,F4,R,218.46875
65,0,436.9375,F4,R,218.46875
74,64,436.9375,D5,R,218.46875
62,0,437.0,D4,L,218.5
76,0,437.0,E5,R,218.5
62,41,437.0,D4,L,218.5
73,59,437.0,C#5,R,218.5
65,30,437.0,F4,R,218.5
74,0,437.0,D5,R,218.5
65,0,437.0,F4,R,218.5
57,48,437.25,A3,R,218.625
73,0,437.25,C#5,R,218.625
65,0,437.25,F4,R,218.625
74,65,437.5,D5,R,218.75
57,0,437.5,A3,R,218.75
62,49,437.5,D4,L,218.75
65,33,437.5,F4,L,218.75
62,0,437.5,D4,L,218.75
69,56,437.625,A4,R,218.8125
74,0,437.625,D5,R,218.8125
71,59,437.75,B4,R,218.875
73,69,437.875,C#5,R,218.9375
69,0,437.875,A4,R,218.9375
74,66,438.0,D5,R,219.0
71,0,438.0,B4,R,219.0
73,0,438.0,C#5,R,219.0
73,69,438.0,C#5,R,219.0
62,0,438.0,D4,L,219.0
57,54,438.0,A3,L,219.0
65,0,438.0,F4,L,219.0
73,0,438.25,C#5,R,219.125
65,36,438.25,F4,R,219.125
62,46,438.4,D4,L,219.2
57,0,438.4,A3,L,219.2
76,66,438.5,E5,R,219.25
65,0,438.5,F4,R,219.25
65,36,438.5,F4,R,219.25
77,70,438.75,F5,R,219.375
65,36,438.75,F4,R,219.375
76,0,438.75,E5,R,219.375
65,0,438.75,F4,R,219.375
62,0,438.79999999999995,D4,L,219.39999999999998
57,49,438.8,A3,L,219.4
74,0,439.0,D5,R,219.5
77,0,439.0,F5,R,219.5
65,0,439.0,F4,R,219.5
73,64,439.0833333333333,C#5,R,219.54166666666666
73,0,439.16666666666663,C#5,R,219.58333333333331
65,37,439.1666666666667,F4,R,219.58333333333334
62,47,439.2,D4,L,219.6
57,0,439.2,A3,L,219.6
65,37,439.3333333333333,F4,R,219.66666666666666
74,68,439.3333333333333,D5,R,219.66666666666666
65,0,439.33333333333337,F4,R,219.66666666666669
74,0,439.5,D5,R,219.75
76,64,439.5,E5,R,219.75
65,0,439.5,F4,R,219.75
62,0,439.59999999999997,D4,L,219.79999999999998
57,45,439.6,A3,L,219.8
77,61,439.875,F5,R,219.9375
62,41,440.0,D4,L,220.0
76,0,440.0,E5,R,220.0
65,31,440.0,F4,L,220.0
77,0,440.0,F5,R,220.0
77,61,440.0,F5,R,220.0
57,0,440.0,A3,L,220.0
79,69,440.0,G5,R,220.0
79,0,440.375,G5,R,220.1875
81,68,440.375,A5,R,220.1875
62,0,440.4,D4,L,220.2
65,0,440.4,F4,L,220.2
57,51,440.4,A3,L,220.2
77,0,440.5,F5,R,220.25
81,0,440.5,A5,R,220.25
77,60,440.625,F5,R,220.3125
65,34,440.75,F4,R,220.375
57,0,440.79999999999995,A3,L,220.39999999999998
62,39,440.8,D4,L,220.4
79,70,440.875,G5,R,220.4375
65,0,440.875,F4,R,220.4375
65,34,440.875,F4,R,220.4375
77,0,441.0,F5,R,220.5
79,0,441.0,G5,R,220.5
81,71,441.0,A5,R,220.5
79,70,441.0,G5,R,220.5
65,0,441.0,F4,R,220.5
57,44,441.2,A3,L,220.6
62,0,441.2,D4,L,220.6
83,71,441.375,B5,R,220.6875
79,70,441.375,G5,R,220.6875
81,0,441.375,A5,R,220.6875
79,0,441.375,G5,R,220.6875
79,0,441.5,G5,R,220.75
83,0,441.5,B5,R,220.75
83,71,441.5,B5,R,220.75
65,33,441.5,F4,R,220.75
57,0,441.59999999999997,A3,L,220.79999999999998
62,44,441.6,D4,L,220.8
83,0,441.75,B5,R,220.875
65,33,441.75,F4,R,220.875
65,0,441.75,F4,R,220.875
85,70,441.75,C#6,R,220.875
57,51,441.875,A3,R,220.9375
57,0,442.0,A3,R,221.0
57,51,442.0,A3,R,221.0
62,0,442.0,D4,L,221.0
85,0,442.0,C#6,R,221.0
65,0,442.0,F4,R,221.0
86,70,442.0,D6,R,221.0
86,0,442.125,D6,R,221.0625
85,73,442.125,C#6,R,221.0625
86,70,442.125,D6,R,221.0625
62,46,442.25,D4,L,221.125
85,73,442.25,C#6,R,221.125
65,41,442.25,F4,R,221.125
86,0,442.25,D6,R,221.125
85,0,442.25,C#6,R,221.125
57,0,442.5,A3,R,221.25
65,0,442.5,F4,R,221.25
85,0,442.5,C#6,R,221.25
88,67,442.5,E6,R,221.25
57,51,442.625,A3,R,221.3125
88,0,442.75,E6,R,221.375
86,74,442.75,D6,R,221.375
65,40,443.0,F4,L,221.5
62,0,443.0,D4,L,221.5
62,41,443.0,D4,L,221.5
57,0,443.0,A3,R,221.5
86,0,443.0,D6,R,221.5
89,74,443.0,F6,R,221.5
89,0,443.25,F6,R,221.625
88,69,443.25,E6,R,221.625
86,67,443.5,D6,R,221.75
62,0,443.5,D4,L,221.75
58,50,443.5,A#3,L,221.75
65,0,443.5,F4,L,221.75
88,0,443.5,E6,R,221.75
62,38,443.75,D4,L,221.875
85,68,443.75,C#6,R,221.875
58,0,443.75,A#3,L,221.875
65,40,443.875,F4,R,221.9375
86,0,443.875,D6,R,221.9375
65,40,444.0,F4,R,222.0
88,75,444.0,E6,R,222.0
85,0,444.0,C#6,R,222.0
65,0,444.0,F4,R,222.0
62,0,444.0,D4,L,222.0
62,38,444.0,D4,L,222.0
88,0,444.25,E6,R,222.125
65,0,444.25,F4,R,222.125
86,75,444.25,D6,R,222.125
58,42,444.25,A#3,L,222.125
62,0,444.5,D4,L,222.25
62,46,444.5,D4,L,222.25
89,77,444.5,F6,R,222.25
86,0,444.5,D6,R,222.25
65,40,444.6666666666667,F4,R,222.33333333333334
89,0,444.6666666666667,F6,R,222.33333333333334
62,0,444.75,D4,L,222.375
62,46,444.75,D4,L,222.375
88,73,444.75,E6,L,222.375
58,0,445.0,A#3,L,222.5
62,0,445.0,D4,L,222.5
88,0,445.0,E6,L,222.5
58,57,445.0,A#3,L,222.5
65,0,445.0,F4,R,222.5
86,75,445.0,D6,R,222.5
85,73,445.125,C#6,R,222.5625
65,40,445.25,F4,R,222.625
86,0,445.25,D6,R,222.625
85,0,445.5,C#6,R,222.75
88,79,445.5,E6,R,222.75
58,0,445.5,A#3,L,222.75
62,50,445.5,D4,L,222.75
86,70,445.75,D6,R,222.875
59,50,445.75,B3,L,222.875
88,0,445.75,E6,R,222.875
86,0,446.0,D6,R,223.0
90,70,446.0,F#6,R,223.0
65,0,446.0,F4,R,223.0
64,52,446.0,E4,L,223.0
62,43,446.0,D4,L,223.0
62,0,446.0,D4,L,223.0
59,50,446.0,B3,L,223.0
59,0,446.0,B3,L,223.0
88,66,446.1666666666667,E6,R,223.08333333333334
90,0,446.1666666666667,F#6,R,223.08333333333334
62,0,446.5,D4,L,223.25
88,0,446.5,E6,R,223.25
59,46,446.5,B3,L,223.25
64,0,446.5,E4,L,223.25
92,72,446.5833333333333,G#6,R,223.29166666666666
92,0,446.66666666666663,G#6,R,223.33333333333331
90,73,446.6666666666667,F#6,R,223.33333333333334
88,76,446.8333333333333,E6,R,223.41666666666666
90,0,446.83333333333337,F#6,R,223.41666666666669
64,49,447.0,E4,R,223.5
62,45,447.0,D4,L,223.5
88,0,447.0,E6,R,223.5
59,0,447.0,B3,L,223.5
59,0,447.0,B3,L,223.5
86,76,447.0625,D6,R,223.53125
59,62,447.25,B3,L,223.625
86,79,447.25,D6,R,223.625
86,0,447.25,D6,R,223.625
62,0,447.25,D4,L,223.625
85,75,447.5,C#6,R,223.75
86,0,447.5,D6,R,223.75
64,47,447.6666666666667,E4,R,223.83333333333334
85,0,447.6666666666667,C#6,R,223.83333333333334
62,41,447.75,D4,L,223.875
59,0,447.75,B3,L,223.875
88,77,447.8333333333333,E6,R,223.91666666666666
64,47,447.8333333333333,E4,R,223.91666666666666
64,0,447.83333333333337,E4,R,223.91666666666669
64,0,448.0,E4,R,224.0
64,0,448.0,E4,R,224.0
88,77,448.0,E6,R,224.0
86,82,448.0,D6,R,224.0
62,0,448.0,D4,L,224.0
88,0,448.0,E6,R,224.0
59,54,448.0,B3,L,224.0
88,0,448.25,E6,R,224.125
85,82,448.25,C#6,R,224.125
85,0,448.5,C#6,R,224.25
64,47,448.5,E4,L,224.25
85,82,448.5,C#6,R,224.25
62,39,448.5,D4,L,224.25
59,0,448.5,B3,L,224.25
83,77,448.5,B5,R,224.25
81,77,448.75,A5,R,224.375
83,0,448.75,B5,R,224.375
85,0,448.75,C#6,R,224.375
59,53,448.75,B3,L,224.375
59,0,449.0,B3,L,224.5
86,0,449.0,D6,R,224.5
59,53,449.0,B3,L,224.5
62,0,449.0,D4,L,224.5
64,0,449.0,E4,L,224.5
81,0,449.0,A5,R,224.5
81,77,449.0,A5,R,224.5
62,24,449.0,D4,L,224.5
81,0,449.0833333333333,A5,R,224.54166666666666
80,81,449.0833333333333,G#5,R,224.54166666666666
80,0,449.16666666666663,G#5,R,224.58333333333331
64,49,449.1666666666667,E4,R,224.58333333333334
85,77,449.25,C#6,L,224.625
59,0,449.25,B3,L,224.625
64,0,449.5,E4,R,224.75
83,77,449.5,B5,R,224.75
59,53,449.5,B3,L,224.75
62,0,449.5,D4,L,224.75
59,0,449.75,B3,L,224.875
83,0,449.75,B5,R,224.875
64,54,449.75,E4,L,224.875
81,74,449.75,A5,R,224.875
62,54,449.75,D4,L,224.875
81,0,450.0,A5,R,225.0
78,84,450.0,F#5,L,225.0
80,73,450.0,G#5,R,225.0
64,0,450.0,E4,L,225.0
62,0,450.0,D4,L,225.0
85,0,450.0,C#6,L,225.0
52,49,450.25,E3,R,225.125
78,0,450.5,F#5,L,225.25
76,78,450.5833333333333,E5,L,225.29166666666666
76,0,450.66666666666663,E5,L,225.33333333333331
59,55,450.6666666666667,B3,L,225.33333333333334
52,0,450.75,E3,R,225.375
62,50,450.75,D4,R,225.375
80,0,450.75,G#5,R,225.375
74,79,450.875,D5,R,225.4375
74,0,451.0,D5,R,225.5
73,83,451.0,C#5,R,225.5
62,0,451.0,D4,R,225.5
59,0,451.0,B3,L,225.5
52,57,451.0,E3,L,225.5
73,0,451.25,C#5,R,225.625
71,76,451.25,B4,R,225.625
59,52,451.5,B3,L,225.75
76,84,451.5,E5,R,225.75
62,50,451.5,D4,L,225.75
52,0,451.5,E3,L,225.75
71,0,451.75,B4,R,225.875
74,87,451.75,D5,R,225.875
59,0,451.75,B3,L,225.875
62,0,451.75,D4,L,225.875
52,55,451.75,E3,L,225.875
74,87,452.0,D5,R,226.0
73,87,452.0,C#5,R,226.0
76,0,452.0,E5,R,226.0
52,0,452.0,E3,L,226.0
59,63,452.0,B3,L,226.0
62,56,452.0,D4,R,226.0
74,0,452.0,D5,R,226.0
59,0,452.25,B3,L,226.125
71,75,452.25,B4,L,226.125
74,0,452.5,D5,R,226.25
69,77,452.5,A4,R,226.25
40,78,452.5,E2,L,226.25
73,0,452.5,C#5,R,226.25
71,0,452.5,B4,L,226.25
62,0,452.5,D4,R,226.25
69,0,452.75,A4,R,226.375
68,79,452.8125,G#4,R,226.40625
68,0,453.0,G#4,R,226.5
66,75,453.0,F#4,R,226.5
52,68,453.0,E3,L,226.5
40,0,453.0,E2,L,226.5
66,0,453.125,F#4,R,226.5625
64,67,453.1875,E4,R,226.59375
64,0,453.25,E4,R,226.625
64,67,453.25,E4,R,226.625
63,70,453.375,D#4,R,226.6875
64,0,453.375,E4,R,226.6875
64,75,453.5,E4,R,226.75
63,0,453.5,D#4,R,226.75
40,68,453.5,E2,L,226.75
52,0,453.5,E3,L,226.75
52,68,453.75,E3,R,226.875
64,0,453.75,E4,R,226.875
66,77,453.75,F#4,L,226.875
40,0,453.75,E2,L,226.875
68,70,453.875,G#4,L,226.9375
66,0,453.875,F#4,L,226.9375
69,77,454.0,A4,R,227.0
40,72,454.0,E2,L,227.0
68,0,454.0,G#4,L,227.0
52,0,454.0,E3,R,227.0
52,79,454.2,E3,L,227.1
40,0,454.2,E2,L,227.1
69,0,454.25,A4,R,227.125
71,67,454.25,B4,R,227.125
71,0,454.3125,B4,R,227.15625
73,77,454.3125,C#5,R,227.15625
74,81,454.5,D5,R,227.25
73,0,454.5,C#5,R,227.25
76,86,454.6,E5,R,227.3
74,0,454.6,D5,R,227.3
78,84,454.7,F#5,R,227.35
76,0,454.70000000000005,E5,R,227.35000000000002
80,72,454.8,G#5,R,227.4
45,100,454.8,A2,L,227.4
78,84,454.8,F#5,R,227.4
33,106,454.8,A1,L,227.4
81,99,454.8,A5,R,227.4
52,0,454.8,E3,L,227.4
78,0,454.8,F#5,R,227.4
81,99,454.9,A5,R,227.45
80,72,454.9,G#5,R,227.45
78,0,454.90000000000003,F#5,R,227.45000000000002
81,0,454.90000000000003,A5,R,227.45000000000002
80,0,454.90000000000003,G#5,R,227.45000000000002
80,0,455.0,G#5,R,227.5
81,100,455.0,A5,R,227.5
81,0,455.0,A5,R,227.5
45,0,455.6,A2,L,227.8
45,100,455.6,A2,L,227.8
33,0,455.6,A1,L,227.8
33,106,455.6,A1,L,227.8
45,0,455.8,A2,L,227.9
69,90,455.8,A4,L,227.9
73,80,455.8,C#5,L,227.9
76,84,455.8,E5,L,227.9
45,100,455.8,A2,L,227.9
33,0,455.8,A1,L,227.9
76,0,456.0,E5,L,228.0
69,0,456.0,A4,L,228.0
81,100,456.0,A5,R,228.0
76,84,456.0,E5,L,228.0
45,0,456.0,A2,L,228.0
73,80,456.0,C#5,L,228.0
73,0,456.0,C#5,L,228.0
69,90,456.0,A4,L,228.0
81,0,456.0,A5,R,228.0
76,0,457.0,E5,L,228.5
76,84,457.0,E5,L,228.5
69,90,457.0,A4,L,228.5
73,80,457.0,C#5,L,228.5
69,0,457.0,A4,L,228.5
37,87,457.0,C#2,L,228.5
73,0,457.0,C#5,L,228.5
49,87,457.25,C#3,R,228.625
37,0,458.0,C#2,L,229.0
81,0,458.0,A5,R,229.0
69,0,458.0,A4,L,229.0
73,0,458.0,C#5,L,229.0
49,0,458.0,C#3,R,229.0
76,0,458.0,E5,L,229.0
81,90,458.75,A5,R,229.375
40,82,458.75,E2,L,229.375
52,82,458.75,E3,L,229.375
69,82,458.75,A4,R,229.375
73,64,458.75,C#5,R,229.375
76,53,458.75,E5,R,229.375
52,0,459.0,E3,L,229.5
69,0,459.0,A4,R,229.5
73,0,459.0,C#5,R,229.5
40,0,459.0,E2,L,229.5
76,0,459.0,E5,R,229.5
81,0,459.0,A5,R,229.5
73,73,459.5,C#5,R,229.75
69,82,459.5,A4,R,229.75
49,73,459.5,C#3,L,229.75
81,87,459.5,A5,R,229.75
45,74,459.5,A2,L,229.75
52,75,459.5,E3,L,229.75
57,76,459.5,A3,L,229.75
76,70,459.5,E5,R,229.75
76,0,460.0,E5,R,230.0
49,73,460.0,C#3,L,230.0
45,74,460.0,A2,L,230.0
49,0,460.0,C#3,L,230.0
45,0,460.0,A2,L,230.0
52,0,460.0,E3,L,230.0
73,0,460.0,C#5,R,230.0
73,73,460.0,C#5,R,230.0
57,0,460.0,A3,L,230.0
76,70,460.0,E5,R,230.0
69,0,460.0,A4,R,230.0
81,0,460.0,A5,R,230.0
45,0,461.0,A2,L,230.5
73,0,461.0,C#5,R,230.5
49,0,461.0,C#3,L,230.5
76,0,461.0,E5,R,230.5
76,52,461.125,E5,R,230.5625
81,85,461.125,A5,R,230.5625
40,69,461.125,E2,L,230.5625
37,72,461.125,C#2,L,230.5625
69,71,461.125,A4,R,230.5625
45,68,461.125,A2,L,230.5625
73,55,461.125,C#5,R,230.5625
33,73,461.125,A1,L,230.5625
81,0,461.5,A5,R,230.75
76,0,461.5,E5,R,230.75
69,0,461.5,A4,R,230.75
33,0,461.5,A1,L,230.75
73,0,461.5,C#5,R,230.75
37,0,461.5,C#2,L,230.75
40,0,461.5,E2,L,230.75
45,0,461.5,A2,L,230.75
40,70,462.0,E2,L,231.0
44,68,462.0,G#2,L,231.0
83,87,462.0,B5,R,231.0
47,67,462.0,B2,L,231.0
52,73,462.0,E3,L,231.0
80,75,462.0,G#5,R,231.0
74,65,462.0,D5,R,231.0
71,71,462.0,B4,R,231.0
76,49,462.25,E5,R,231.125
83,0,463.0,B5,R,231.5
80,0,463.0,G#5,R,231.5
71,0,463.0,B4,R,231.5
76,0,463.0,E5,R,231.5
74,0,463.0,D5,R,231.5
47,0,463.0,B2,L,231.5
40,0,463.0,E2,L,231.5
44,0,463.0,G#2,L,231.5
52,0,463.0,E3,L,231.5
80,62,463.5,G#5,R,231.75
83,84,463.5,B5,R,231.75
74,60,463.5,D5,R,231.75
52,66,463.5,E3,L,231.75
44,73,463.5,G#2,L,231.75
71,67,463.5,B4,R,231.75
47,72,463.5,B2,L,231.75
40,70,463.5,E2,L,231.75
83,0,463.625,B5,R,231.8125
74,0,463.625,D5,R,231.8125
71,0,463.625,B4,R,231.8125
76,36,463.625,E5,R,231.8125
80,0,464.0,G#5,R,232.0
52,0,464.0,E3,L,232.0
33,82,464.0,A1,L,232.0
40,0,464.0,E2,L,232.0
44,0,464.0,G#2,L,232.0
76,0,464.0,E5,R,232.0
45,74,464.0,A2,L,232.0
47,0,464.0,B2,L,232.0
76,46,464.375,E5,R,232.1875
73,73,464.375,C#5,R,232.1875
81,87,464.375,A5,R,232.1875
69,80,464.375,A4,R,232.1875
69,0,464.5,A4,R,232.25
76,0,464.5,E5,R,232.25
73,0,464.5,C#5,R,232.25
81,0,464.5,A5,R,232.25
81,87,464.5,A5,R,232.25
81,0,465.0,A5,R,232.5
81,78,466.0,A5,L,233.0
85,91,466.0,C#6,R,233.0
45,0,466.0,A2,L,233.0
76,74,466.0,E5,L,233.0
33,0,466.0,A1,L,233.0
73,88,466.0,C#5,L,233.0
49,72,466.75,C#3,R,233.375
37,73,467.0,C#2,L,233.5
49,72,467.0,C#3,R,233.5
49,0,467.0,C#3,R,233.5
76,0,468.0,E5,L,234.0
85,0,468.0,C#6,R,234.0
49,0,468.0,C#3,R,234.0
73,0,468.0,C#5,L,234.0
81,0,468.0,A5,L,234.0
37,0,468.0,C#2,L,234.0
81,70,468.25,A5,R,234.125
76,57,468.25,E5,R,234.125
73,74,468.25,C#5,R,234.125
52,74,468.25,E3,L,234.125
85,81,468.25,C#6,R,234.125
79,62,468.25,G5,R,234.125
40,73,468.25,E2,L,234.125
79,0,469.0,G5,R,234.5
81,68,469.0,A5,R,234.5
79,57,469.0,G5,R,234.5
76,64,469.0,E5,R,234.5
73,76,469.0,C#5,R,234.5
85,0,469.0,C#6,R,234.5
81,0,469.0,A5,R,234.5
76,0,469.0,E5,R,234.5
85,83,469.0,C#6,R,234.5
